donor_unique_id	submitter_donor_id	dcc_project_code	library_strategy	workflow	aliquot_id	icgc_sample_id	icgc_specimen_id	dcc_specimen_type	gnos_id	gnos_repo	exist_bai_file
BLCA-US::556fcbc8-172a-4af1-8822-ae036e8d68e8	556fcbc8-172a-4af1-8822-ae036e8d68e8	BLCA-US	RNA-Seq	star	3c499f07-67e2-4032-a0b5-b9edd90035f7	SA700	SP1086	Primary tumour - solid tissue	db2ed455-3756-409b-8dfc-ca80f319fced	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::556fcbc8-172a-4af1-8822-ae036e8d68e8	556fcbc8-172a-4af1-8822-ae036e8d68e8	BLCA-US	RNA-Seq	tophat	c808f209-8527-4105-819b-610508d9d3b3	SA832	SP1092	Normal - tissue adjacent to primary	ee4b823b-728f-4410-b4a2-df36f759790a	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::556fcbc8-172a-4af1-8822-ae036e8d68e8	556fcbc8-172a-4af1-8822-ae036e8d68e8	BLCA-US	RNA-Seq	star	c808f209-8527-4105-819b-610508d9d3b3	SA832	SP1092	Normal - tissue adjacent to primary	cef1cce5-8dad-4428-81d3-00f4c5541cf4	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::56d8a1b8-1268-4362-a7f1-77b76fbf1b59	56d8a1b8-1268-4362-a7f1-77b76fbf1b59	BLCA-US	RNA-Seq	tophat	5b0896f2-8fd9-42ee-b56d-b140f8d8657e	SA1205	SP1114	Primary tumour - solid tissue	789c2260-2ae8-4c51-b7f6-2904d2e08740	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::56d8a1b8-1268-4362-a7f1-77b76fbf1b59	56d8a1b8-1268-4362-a7f1-77b76fbf1b59	BLCA-US	RNA-Seq	star	5b0896f2-8fd9-42ee-b56d-b140f8d8657e	SA1205	SP1114	Primary tumour - solid tissue	6358c935-8127-4e9d-bb92-7630f0abad1f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::5d54c742-5a8e-4c40-8d62-95e75e210ab8	5d54c742-5a8e-4c40-8d62-95e75e210ab8	BLCA-US	RNA-Seq	tophat	b8ecfb28-27d0-4ad4-b73c-cc21be41af31	SA4576	SP1003	Primary tumour - solid tissue	af34df5f-600e-431c-b804-a32cc7938322	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::5d54c742-5a8e-4c40-8d62-95e75e210ab8	5d54c742-5a8e-4c40-8d62-95e75e210ab8	BLCA-US	RNA-Seq	star	b8ecfb28-27d0-4ad4-b73c-cc21be41af31	SA4576	SP1003	Primary tumour - solid tissue	74a0bc25-b349-433c-a293-65f38352b7eb	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::5d54c742-5a8e-4c40-8d62-95e75e210ab8	5d54c742-5a8e-4c40-8d62-95e75e210ab8	BLCA-US	RNA-Seq	tophat	381f4721-580b-4b93-9988-862780e177bb	SA4642	SP1007	Normal - tissue adjacent to primary	e3016f7b-bafc-4f17-b750-95e3db77dd05	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::5d54c742-5a8e-4c40-8d62-95e75e210ab8	5d54c742-5a8e-4c40-8d62-95e75e210ab8	BLCA-US	RNA-Seq	star	381f4721-580b-4b93-9988-862780e177bb	SA4642	SP1007	Normal - tissue adjacent to primary	805688f1-7344-472f-9cfe-6b713a8274ad	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::797a71ee-372d-41e5-aeee-5ab3c4661110	797a71ee-372d-41e5-aeee-5ab3c4661110	BLCA-US	RNA-Seq	tophat	312ea080-3831-453d-aa8c-e466192c8309	SA1718	SP1144	Primary tumour - solid tissue	7f8d7f29-5472-47cb-9eac-9f4842374be3	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::797a71ee-372d-41e5-aeee-5ab3c4661110	797a71ee-372d-41e5-aeee-5ab3c4661110	BLCA-US	RNA-Seq	star	312ea080-3831-453d-aa8c-e466192c8309	SA1718	SP1144	Primary tumour - solid tissue	3529cbb4-cd48-48a5-bd65-d3e8269c2ac3	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::797a71ee-372d-41e5-aeee-5ab3c4661110	797a71ee-372d-41e5-aeee-5ab3c4661110	BLCA-US	RNA-Seq	tophat	e92d3c82-1aea-48da-97fd-bf6325d5c51b	SA1759	SP1147	Normal - tissue adjacent to primary	9446e0eb-044a-4409-ba02-037472953b99	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::797a71ee-372d-41e5-aeee-5ab3c4661110	797a71ee-372d-41e5-aeee-5ab3c4661110	BLCA-US	RNA-Seq	star	e92d3c82-1aea-48da-97fd-bf6325d5c51b	SA1759	SP1147	Normal - tissue adjacent to primary	c919eaae-0a8b-4d38-ba63-fc44c62810e5	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::7fee9d6f-c0ea-43c2-89c2-66d965a077a8	7fee9d6f-c0ea-43c2-89c2-66d965a077a8	BLCA-US	RNA-Seq	tophat	d6d7412b-5ec2-413e-a85d-7f765c67afa3	SA5471	SP1724	Primary tumour - solid tissue	b036a809-eb37-457f-a4c2-41c2333f7fca	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::7fee9d6f-c0ea-43c2-89c2-66d965a077a8	7fee9d6f-c0ea-43c2-89c2-66d965a077a8	BLCA-US	RNA-Seq	star	d6d7412b-5ec2-413e-a85d-7f765c67afa3	SA5471	SP1724	Primary tumour - solid tissue	d53a993e-e88b-42a5-b446-c94d7991067e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	BLCA-US	RNA-Seq	tophat	575f9b1e-4952-488a-bbdd-ac98c1f68382	SA2060	SP1174	Primary tumour - solid tissue	8d0bea11-40df-4577-969b-f7ca10b79434	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	BLCA-US	RNA-Seq	star	575f9b1e-4952-488a-bbdd-ac98c1f68382	SA2060	SP1174	Primary tumour - solid tissue	019d64db-7004-46fe-8ee0-8d63f5be1b01	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::904a8757-e0c5-41ef-b583-c8f170caaac1	904a8757-e0c5-41ef-b583-c8f170caaac1	BLCA-US	RNA-Seq	tophat	5e7e3e20-cbfa-476d-bb92-fa3a58207a9b	SA3634	SP963	Primary tumour - solid tissue	b81b2057-48b4-46df-891b-1087f3ab2ff0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::904a8757-e0c5-41ef-b583-c8f170caaac1	904a8757-e0c5-41ef-b583-c8f170caaac1	BLCA-US	RNA-Seq	star	5e7e3e20-cbfa-476d-bb92-fa3a58207a9b	SA3634	SP963	Primary tumour - solid tissue	a945ca3b-62a2-4533-96df-bddfa48a955f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::932bcdd4-5145-49e8-9a95-8a546396f572	932bcdd4-5145-49e8-9a95-8a546396f572	BLCA-US	RNA-Seq	tophat	B290727B-23ED-4E73-9071-CF2C06671430	SA5798	SP1781	Primary tumour - solid tissue	96c58482-2129-4032-b371-e583bdc32401	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::932bcdd4-5145-49e8-9a95-8a546396f572	932bcdd4-5145-49e8-9a95-8a546396f572	BLCA-US	RNA-Seq	star	B290727B-23ED-4E73-9071-CF2C06671430	SA5798	SP1781	Primary tumour - solid tissue	bbc1d7ce-1e48-4ce4-85d5-dd1b226561bb	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::9c274536-3ca1-4f0e-93a8-1688074d862f	9c274536-3ca1-4f0e-93a8-1688074d862f	BLCA-US	RNA-Seq	tophat	381b51af-d1f7-41db-a69e-49d681b3ef39	SA3328	SP953	Primary tumour - solid tissue	fb35ed6a-e6ab-4a16-85e5-e5e1a89e3d08	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::9c274536-3ca1-4f0e-93a8-1688074d862f	9c274536-3ca1-4f0e-93a8-1688074d862f	BLCA-US	RNA-Seq	star	381b51af-d1f7-41db-a69e-49d681b3ef39	SA3328	SP953	Primary tumour - solid tissue	7ea3fa23-fe0b-4a7b-bf65-7e1788444db3	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::a658becf-3934-49f2-9e74-291dca61d4bb	a658becf-3934-49f2-9e74-291dca61d4bb	BLCA-US	RNA-Seq	tophat	e7925508-8b2f-4c39-bd7a-033e78b1f875	SA3071	SP1305	Primary tumour - solid tissue	14dd3e9e-bcc4-4f22-a9d2-ed95763a9fd9	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::a658becf-3934-49f2-9e74-291dca61d4bb	a658becf-3934-49f2-9e74-291dca61d4bb	BLCA-US	RNA-Seq	star	e7925508-8b2f-4c39-bd7a-033e78b1f875	SA3071	SP1305	Primary tumour - solid tissue	db9eecb0-a03d-4124-8429-6db22a563dd2	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::ca554128-da9d-4f37-9560-ca083509e01d	ca554128-da9d-4f37-9560-ca083509e01d	BLCA-US	RNA-Seq	tophat	c0ccb685-0789-4559-9189-05b841173aff	SA3415	SP1365	Primary tumour - solid tissue	ab6558f7-0a12-4c61-a6a4-48d6c4104662	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::ca554128-da9d-4f37-9560-ca083509e01d	ca554128-da9d-4f37-9560-ca083509e01d	BLCA-US	RNA-Seq	star	c0ccb685-0789-4559-9189-05b841173aff	SA3415	SP1365	Primary tumour - solid tissue	a66c8036-ebe7-413c-8e73-f0353c83cd96	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cb664eef-be6f-44ef-aa90-6f6da0e6440a	cb664eef-be6f-44ef-aa90-6f6da0e6440a	BLCA-US	RNA-Seq	tophat	5968C8D3-5F1A-4EB8-8D9B-8BD3FD3FD9F1	SA491248	SP96136	Primary tumour - solid tissue	5a0784cf-6b61-4e75-80cf-101604512c2e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cb664eef-be6f-44ef-aa90-6f6da0e6440a	cb664eef-be6f-44ef-aa90-6f6da0e6440a	BLCA-US	RNA-Seq	star	5968C8D3-5F1A-4EB8-8D9B-8BD3FD3FD9F1	SA491248	SP96136	Primary tumour - solid tissue	ace2e71e-f6ba-42c4-b690-49070d69a8a2	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cce62116-3dcd-400d-ada0-9839ca02466e	cce62116-3dcd-400d-ada0-9839ca02466e	BLCA-US	RNA-Seq	tophat	1b08c8c9-5739-409d-9cbc-3b06ad1f60e6	SA4162	SP1491	Primary tumour - solid tissue	0d82628f-bd70-4062-820a-52e65603c31f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cce62116-3dcd-400d-ada0-9839ca02466e	cce62116-3dcd-400d-ada0-9839ca02466e	BLCA-US	RNA-Seq	star	1b08c8c9-5739-409d-9cbc-3b06ad1f60e6	SA4162	SP1491	Primary tumour - solid tissue	beffa61b-a517-4065-b6e2-278499fc5ac7	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cede5274-279d-4021-8aca-5ecc4bf94d66	cede5274-279d-4021-8aca-5ecc4bf94d66	BLCA-US	RNA-Seq	tophat	2c681223-21a5-4c58-acbb-2d51516bff12	SA5525	SP1059	Primary tumour - solid tissue	577e94a7-406c-490a-9602-4b50dab240e9	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::cede5274-279d-4021-8aca-5ecc4bf94d66	cede5274-279d-4021-8aca-5ecc4bf94d66	BLCA-US	RNA-Seq	star	2c681223-21a5-4c58-acbb-2d51516bff12	SA5525	SP1059	Primary tumour - solid tissue	44f9fc82-e150-4e05-bbc8-44f15bffaff1	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::f48937ed-e294-41f0-8872-7010391167a9	f48937ed-e294-41f0-8872-7010391167a9	BLCA-US	RNA-Seq	tophat	febead73-3b12-44e6-8bab-a7cfa7bf1129	SA3493	SP1377	Primary tumour - solid tissue	49c5af56-c292-4ff3-b36b-25f53ca78dd7	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::f48937ed-e294-41f0-8872-7010391167a9	f48937ed-e294-41f0-8872-7010391167a9	BLCA-US	RNA-Seq	star	febead73-3b12-44e6-8bab-a7cfa7bf1129	SA3493	SP1377	Primary tumour - solid tissue	219990f7-5849-4360-9e17-7ef5882a5b3b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5	f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5	BLCA-US	RNA-Seq	tophat	b5036d12-d9cc-46a4-b60a-49740310380c	SA5402	SP1712	Primary tumour - solid tissue	5149e233-0c4a-4e2e-89ea-4975c5c720e6	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BLCA-US::f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5	f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5	BLCA-US	RNA-Seq	star	b5036d12-d9cc-46a4-b60a-49740310380c	SA5402	SP1712	Primary tumour - solid tissue	6043656b-6ba8-4c12-bdfc-cb7b81b7e97e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::045c13ef-3db7-4adf-b0a3-23338f0479f3	045c13ef-3db7-4adf-b0a3-23338f0479f3	BRCA-US	RNA-Seq	tophat	09c248f8-cdd7-4c13-9085-26c56544bcf7	SA43151	SP9648	Primary tumour - solid tissue	cd314a0b-4ba2-496c-ae41-6d541defe0f8	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::045c13ef-3db7-4adf-b0a3-23338f0479f3	045c13ef-3db7-4adf-b0a3-23338f0479f3	BRCA-US	RNA-Seq	star	09c248f8-cdd7-4c13-9085-26c56544bcf7	SA43151	SP9648	Primary tumour - solid tissue	092f87f7-cd82-4cdc-bab9-2b94a32d9d8a	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::05506f4c-e701-4a9d-ae06-97f066aade43	05506f4c-e701-4a9d-ae06-97f066aade43	BRCA-US	RNA-Seq	tophat	edda9023-a8d9-45dc-af21-5bba663967e4	SA70537	SP5980	Primary tumour - solid tissue	dd92083f-c55a-46ce-ae87-52d3ee42c677	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::05506f4c-e701-4a9d-ae06-97f066aade43	05506f4c-e701-4a9d-ae06-97f066aade43	BRCA-US	RNA-Seq	star	edda9023-a8d9-45dc-af21-5bba663967e4	SA70537	SP5980	Primary tumour - solid tissue	3220bf76-4f75-4b30-b561-7acd2f9b849b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::084c6aec-94f7-4090-8f3f-59fa9e89721a	084c6aec-94f7-4090-8f3f-59fa9e89721a	BRCA-US	RNA-Seq	tophat	01370d42-f75c-4532-9b9c-24ff7302b033	SA26606	SP8394	Primary tumour - solid tissue	461d2858-5143-4977-aea6-f93190d3f9aa	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::084c6aec-94f7-4090-8f3f-59fa9e89721a	084c6aec-94f7-4090-8f3f-59fa9e89721a	BRCA-US	RNA-Seq	star	01370d42-f75c-4532-9b9c-24ff7302b033	SA26606	SP8394	Primary tumour - solid tissue	e379d02b-5fe3-4e0e-a09a-6ea4466418c8	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::08da7c4c-3067-4bcf-9d7a-78566df72e69	08da7c4c-3067-4bcf-9d7a-78566df72e69	BRCA-US	RNA-Seq	tophat	ad46ed65-3cc2-4956-9d90-3e1edca24417	SA13749	SP7421	Primary tumour - solid tissue	5ce45521-ea7d-4cd4-9be4-c65082cc8fee	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::08da7c4c-3067-4bcf-9d7a-78566df72e69	08da7c4c-3067-4bcf-9d7a-78566df72e69	BRCA-US	RNA-Seq	star	ad46ed65-3cc2-4956-9d90-3e1edca24417	SA13749	SP7421	Primary tumour - solid tissue	97d7ebe8-f47e-4457-83a1-afaa980dee6f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0a2a3529-f645-4967-9a58-89ee20b8bb62	0a2a3529-f645-4967-9a58-89ee20b8bb62	BRCA-US	RNA-Seq	tophat	42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3	SA65718	SP5630	Primary tumour - solid tissue	2a8b15e2-49e8-4b31-9b31-b7601a367b2c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0a2a3529-f645-4967-9a58-89ee20b8bb62	0a2a3529-f645-4967-9a58-89ee20b8bb62	BRCA-US	RNA-Seq	star	42ba8e87-8d37-4cbd-82f0-bca0cbe5dcd3	SA65718	SP5630	Primary tumour - solid tissue	37ead62a-4d85-43fc-a571-7ca4c29d0c73	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0bc5744c-5fa3-45bb-87d0-70a02068b392	0bc5744c-5fa3-45bb-87d0-70a02068b392	BRCA-US	RNA-Seq	tophat	a6b72c40-c921-4159-abad-b64e20619241	SA15816	SP2731	Primary tumour - solid tissue	bd6fe558-e283-4f1f-a8c0-0ddadc121cea	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0bc5744c-5fa3-45bb-87d0-70a02068b392	0bc5744c-5fa3-45bb-87d0-70a02068b392	BRCA-US	RNA-Seq	star	a6b72c40-c921-4159-abad-b64e20619241	SA15816	SP2731	Primary tumour - solid tissue	9a57fb1d-4003-48e7-8487-fef1089bf42d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0bc5744c-5fa3-45bb-87d0-70a02068b392	0bc5744c-5fa3-45bb-87d0-70a02068b392	BRCA-US	RNA-Seq	tophat	61c8278b-4c06-4563-b1ac-97cceec76ca4	SA15897	SP2732	Normal - tissue adjacent to primary	a55a2cac-9f78-4285-8ad2-f9ae0b4f5406	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0bc5744c-5fa3-45bb-87d0-70a02068b392	0bc5744c-5fa3-45bb-87d0-70a02068b392	BRCA-US	RNA-Seq	star	61c8278b-4c06-4563-b1ac-97cceec76ca4	SA15897	SP2732	Normal - tissue adjacent to primary	da12d528-a48d-4a64-ab45-84882f43762b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0dca98b0-f43e-45b6-9a02-00092c78678c	0dca98b0-f43e-45b6-9a02-00092c78678c	BRCA-US	RNA-Seq	tophat	123725b8-4f66-4b97-9726-e0c70300d38e	SA14507	SP2714	Primary tumour - solid tissue	94a38fe6-2a71-4fd0-94d5-caf199cc6b0c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
BRCA-US::0dca98b0-f43e-45b6-9a02-00092c78678c	0dca98b0-f43e-45b6-9a02-00092c78678c	BRCA-US	RNA-Seq	star	123725b8-4f66-4b97-9726-e0c70300d38e	SA14507	SP2714	Primary tumour - solid tissue	c4fe86d8-288b-4afa-8af4-6f9ef82bfee7	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
